,wallet_age_days,transaction_count,total_deposited_usd,total_borrowed_usd,total_repaid_usd,liquidation_count,health_ratio,repayment_ratio,credit_score
0x05dc457a6aff742839eae0f992a1c9da4586f144,35,36,5.4427600333990075e+20,0.0,0.0,0,3.770115310502603e+21,0.0,672
0x052448ee943e1779101704f81e1284e4862d1942,27,3,2.445278962502568e+21,0.0,0.0,0,4.896521046334663e+21,0.0,672
0x00d841275b1a04ea45e29273efa213c4a59e84a1,63,10,2.2705067925026308e+20,0.0,0.0,0,2.2705067925026308e+20,0.0,672
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,71,21,2.9070722981497566e+20,2.312557746596881e+19,2.3053422907690643e+19,0,12.571,0.997,672
0x0097f65bdc45149e5ffac00e4c51a5b073af7245,0,13,2.6734422552307395e+18,1444054.134,872679.341,1,3293201007260.108,0.604,672
0x02e2e0296a3caee924b900b69f7b3ebd16729ecc,43,43,1.2970846192152506e+22,3.1327014040048966e+20,3.550812401184686e+20,0,48.259,1.133,671
0x00e61fabc261401d3c47b6178e86449ae9890d73,28,3,2.134235354896322e+21,0.0,0.0,0,4.256143422486089e+21,0.0,671
0x022860885b57964e4daa35e0838a9427a861ef65,68,18,4.0160862336049915e+21,3.012064675203495e+21,3.0419580082625965e+21,0,2.679,1.01,669
0x01712ca1676c850698bd52ed3973d5cdca71fa67,68,2,1.8834515597324618e+18,0.0,0.0,0,8.103883086827365e+20,0.0,669
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,52,11,4.164278084200601e+20,0.0,0.0,0,4.1642781942713365e+20,0.0,668
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,122,262,2.0009108835137876e+23,1.9267293355564855e+22,1.4985290614576805e+22,0,14.73,0.778,667
0x04ddf96a61c4c44731f04df4e963f61cfe3c9c6d,67,147,4.033696558284603e+24,8.892923938797577e+23,8.096559884932215e+23,0,6.911,0.91,667
0x037949068f0cff6d57d7253398e60577ccd86dd3,57,11,2.297840070305006e+21,3.0118491591177857e+20,3.032292815529165e+20,0,12.676,1.007,667
0x0267640eefc2a0c4ed2c3b7fc4cf7f920a215b4e,30,35,3.556211204197029e+20,0.0,0.0,0,4.6776644464813115e+21,0.0,667
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,41,3,7.593044474654307e+20,0.0,0.0,0,1.0194163105236825e+21,0.0,667
0x03d11a35efea67f3b98dcb9d3ddad6b15cdb43f6,81,77,3.667870964746177e+22,16111295021.381,3883510320.219,3,2577119285419.856,0.241,667
0x037a3079e857e383454fefbea892fde12a2e83fd,10,14,8.308214216761936e+21,0.0,0.0,0,1.1341255491021154e+22,0.0,667
0x01bfda329ad313306320b11c6845f24294286f26,26,3,1.7007673731696018e+21,0.0,0.0,0,3.4107756059423267e+21,0.0,666
0x034f5434e14148a554c38f72118239d3b4078888,63,21,3.90800720928721e+20,2.6755950596718866e+19,2.6251251017005113e+19,0,28.677,0.981,666
0x05c6df5d4cc1158629ffef15d67e34eee73a77b2,31,32,2.207388917958626e+24,5.038253703010529e+23,5.0184618016525955e+23,0,12.588,0.996,666
0x00c7a23058e32effe114e99623b0df28861527d4,24,6,3.2170570618857115e+21,0.0,0.0,0,3.2170570619286087e+21,0.0,666
0x0237998acdc4cf790faeddbae7d2c6b223d4e938,4,4,1.501320774345188e+22,0.0,0.0,0,1.501320774345188e+22,0.0,666
0x05f54eaf83bb7cb628a6424beb527eed605ac610,54,28,7.565677122558253e+21,9.99702258121552e+20,1.0090288992007174e+21,0,9.593,1.009,666
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,85,151,1.1057418120666043e+22,3.67926644905065e+21,3.3975049858167226e+21,0,5.046,0.923,665
0x02aa6d3779d28383d69cd4221cd7dc2685011337,47,28,6.758320094795519e+21,7.000652668837079e+20,7.080470717734283e+20,0,19.223,1.011,665
0x0130b68a18a612892374e1eefbb0697a291215f1,43,13,7.584928096789064e+21,2.4919545332970973e+20,2.514380170809051e+20,0,30.438,1.009,665
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,24,162,6.056302461641714e+25,3.505957665262691e+25,3.5021753381240433e+25,0,3.455,0.999,664
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,0,4,1.1542152505069712e+22,0.0,0.0,0,2.3028620998587395e+22,0.0,664
0x056a2909f81c63a6b18798c335a3f593402489c5,50,22,1.1629261499507117e+21,4.81694812070833e+19,4.842220640619486e+19,0,27.147,1.005,664
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,2,6,1.0017499799558686e+22,0.0,0.0,0,1.902277903579039e+22,0.0,664
0x04e51339af9f53915c2ad3a955b13c9ba5a67433,50,26,2.8305502328872305e+23,2.1364843807141105e+23,2.1216215008500864e+23,0,2.64,0.993,664
0x007f4172d3dcd318d7bd0eec9325ad5e4c2bcc8d,58,5,1.177389229625424e+22,8.594390130098659e+21,8.577627583386894e+21,0,3.744,0.998,664
0x05cf60b657103efcd42f75a5e10a29a92e181f4b,72,19,4.063687506935202e+20,2.4781384037278496e+20,2.4655736476896153e+20,0,3.267,0.995,663
0x043a7a9f331b701828842bac0ee760ea984cf1fd,5,2,7.422608304555364e+21,0.0,0.0,0,1.3304635304697297e+22,0.0,663
0x041ae646d4c7bf8901808f1587464e0809567c77,0,4,1.0491776638461067e+22,0.0,0.0,0,2.1000773638501033e+22,0.0,663
0x05275affa4b235deacf99e490f3834273c15ea8b,40,281,7.296276075566312e+23,6.006967054737627e+23,6.000506000492156e+23,0,3.22,0.999,663
0x0320f12e5c7cb57029a9d4e1655e17f29866e478,0,1,1.6178523497542789e+22,0.0,0.0,0,1.6178523497542789e+22,0.0,663
0x0340af84322e83ae445c375c10a6ac90989b85f6,30,128,2.32939191554472e+22,6.537438091740417e+20,6.523680309819385e+20,0,70.757,0.998,663
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,14,5,0.0,79004124.436,158723292.125,0,2580021010132.629,2.009,662
0x0340c0b1ef5d48083ac0afb00322b38b21f0d8db,51,31,4.598272960674662e+22,3.187844318949381e+22,4.015210631003994e+22,0,3.284,1.26,662
0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,125,442,1.26735299838639e+24,3.4393137626749545e+23,2.602292482250706e+23,0,5.173,0.757,662
0x020d56e549db2ca35fac74118b28f159500701c0,60,30,3.7728677467596097e+21,2.1555710826098637e+21,2.8180600358246904e+21,0,3.685,1.307,662
0x0416889106cb47a1cc0c3cc37d064f2d2af8d124,27,3,1.1219908203360436e+21,0.0,0.0,0,2.243897333618989e+21,0.0,662
0x048328090e7a51f106ad99ac2c8eca8519725632,46,9,2.9309532039337735e+20,0.0,0.0,0,4.97308842872562e+20,0.0,662
0x049c43731aa8c4cbc14252e52af0e55c5a48df15,6,19,1.367068817267817e+22,29570110232.917,16071598871.343,0,462314413593.156,0.544,662
0x0434ec40799b578a132919fe319d18aae6415c27,78,2,3.3038397544257122e+19,0.0,0.0,0,3.3038397544257122e+19,0.0,662
0x01418a07f6e69b08735b717cd6c86fdd8a5ce1a2,2,4,8.682558497628539e+21,0.0,0.0,0,1.598745569546724e+22,0.0,662
0x02e29372ef6a6f563cc7fcdd78c1b6064b502eb6,11,2,3.490448161204423e+21,0.0,0.0,0,7.994520870385479e+21,0.0,661
0x02cb8ddf0e9fd20bedcdf13d765996870928864f,60,45,2.2888011115680445e+21,1.2171789855897868e+21,1.2378820317606372e+21,0,3.8,1.017,661
0x02688d5a7262c765ab251eedc673364e2a223f9c,27,3,1.060113666359615e+21,0.0,0.0,0,2.1129072980828005e+21,0.0,661
0x0084ac988560b4724413941a0a89f7ea57da4fe5,50,3,2.894827397621521e+20,0.0,0.0,0,2.8948273976243582e+20,0.0,661
0x023d1b3fb8c5159dc8c3d216cfca0ba8937a074f,49,7,3.1056174198625685e+20,0.0,0.0,0,3.105617419876319e+20,0.0,661
0x01812580ff18cdaa3e9b3cdaa81496cd98d3f56f,91,237,2.2972931093476774e+22,3.054060152366014e+21,2.6407530888146017e+21,0,13.942,0.865,660
0x031f584479760bf6a0e6e3246cceadb6e4d66bc0,104,14,3.2014587445701226e+21,1001980143.396,204803244.807,2,3443638050740.784,0.204,660
0x006366325c813728f871c16a7703b818ee1ac6f1,32,8,1.0547097327124913e+21,0.0,0.0,0,1.0547097327124913e+21,0.0,660
0x043cd50151186c39813dc404529112be03503a80,29,2,1.3474354094069905e+21,0.0,0.0,0,1.3474354094069905e+21,0.0,660
0x017b69d5d9325f15c278a658a619a49bdb4d6665,62,47,3.095624607522227e+21,3.094547589514339e+21,3.285020210945043e+21,0,2.061,1.062,660
0x040e07a1623f39d6161be7337a8810328e79b97a,30,9,1.1150211600008e+20,80016547.61,39973763.803,0,1393488196336.79,0.5,660
0x0098b56dc561854ab6f8e0d6796137dc6d808b68,3,3,9.551899457570891e+21,0.0,0.0,0,9.551899457578953e+21,0.0,659
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,56,38,5.190416818100832e+21,2.971856416572084e+21,3.1886488457758937e+21,0,3.465,1.073,659
0x02e4ac7c366cf7320bc78b816b162b26d605a4bd,77,10,8.184835797885932e+19,1.9379232107315124e+21,4.818901990284666e+21,0,1.529,2.487,659
0x04a6b09c4708f4c94670cc52b15b3dddb6c7d04c,86,29,7.335312962743135e+22,26596095021.918,7135955730.941,0,2758041342755.362,0.268,659
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,49,51,9.563618156096638e+22,9.155598288742676e+22,9.407557180708502e+22,0,1.753,1.028,659
0x03f8420b1754b086ed30543f071fbd8282c5fa84,54,48,2.5356574847002477e+21,5.036597202346076e+20,5.021031240575337e+20,0,7.56,0.997,659
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,66,28,5.409222277074658e+20,2.5094982561548216e+20,2.531286219151305e+20,0,2.839,1.009,659
0x03a493d043b71da48fd882161dae488abe112432,62,30,1.943732170234028e+21,1.6133026139686945e+21,1.6181806019537844e+21,0,2.414,1.003,659
0x05a0fe42815aafbedf44e623d639ca097f29701e,42,14,1.0752957233185633e+20,0.0,0.0,0,8.079072389986084e+20,0.0,659
0x00f5481262d4845b292ba0c41752de258b3bbeec,33,83,1.1405261333223483e+23,1.8506393879090454e+22,1.8475238251379152e+22,0,15.278,0.998,659
0x0588fc09cfb90f057eb8bd46344ab483b7c42dd1,53,20,5.438774713371411e+21,1.9059765404663884e+21,1.8992867461730402e+21,0,5.692,0.996,658
0x000000e28faa823d5b53ff6c2922c28335840375,137,297,3.134059613762208e+24,2.5596788392218024e+24,1.852344056814564e+24,0,2.239,0.724,658
0x0259575795db48a8dbc036ca387762c95ceee9b5,49,25,4.937316110408082e+22,4.116692685209394e+22,4.145987682104965e+22,0,2.406,1.007,658
0x008bddb9cca2d92deee55a50d0f358eaf4b7f076,48,24,1.9965842813775643e+19,211135382.415,110985338.863,0,94564172899.916,0.526,658
0x03b09526217743c5b360a084ff4c53a252fa770f,12,5,4.381377816714028e+21,0.0,0.0,0,4.381377816714028e+21,0.0,658
0x024f9b9537996ff27e6d57469418b14b77d91ce6,16,2,1.9520354999999998e+21,0.0,0.0,0,4.0236507305520933e+21,0.0,658
0x00d1c49844f3a2b3708ce59292f68570eef06286,27,2,8.807015685977609e+20,0.0,0.0,0,1.6598271851565954e+21,0.0,658
0x05b2429b8ac58bb93c7385b62799f11849a8a11b,27,3,8.35069997299441e+20,0.0,0.0,0,1.6628768475161457e+21,0.0,658
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,52,8,1.8117945362439907e+20,0.0,0.0,0,1.8117945362479976e+20,0.0,657
0x04b16c6a736628ce683a80c5596d31cc5356cc4b,26,2,8.757369472671817e+20,0.0,0.0,0,1.6685301662443027e+21,0.0,657
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,47,270,3.048982619482952e+24,3.005667505533932e+24,2.8787871444232064e+24,0,2.208,0.958,657
0x023c43727bec8aeb89a47d828af31b99e97308b4,0,5,6.282026239348545e+21,0.0,0.0,0,1.2564052623204146e+22,0.0,657
0x05097c27631f3c41237c7abef075c4b8e281eae7,69,134,1.586005060966434e+21,1.1706694721770715e+22,1.2400744424005456e+22,0,0.253,1.059,657
0x0360b9acda197703cb3040715c75659c38f13cf7,21,3,2.008106435501463e+21,0.0,0.0,0,2.008106435501463e+21,0.0,657
0x04537ca12d92128f89716947a3fec9a2eb5b93a5,11,6,4.0996439572153044e+21,0.0,0.0,0,4.0996439572153044e+21,0.0,656
0x01bb074c844b1129c8e26ed5d27186cf53198f6c,0,2,5.850249330656008e+21,0.0,0.0,0,1.1673837594729834e+22,0.0,656
0x03ce47abe931e23bf221eb5453c1e03a4f60d949,59,115,8.135906277130426e+21,1.991010204112299e+21,1.9190299741656887e+21,0,7.578,0.964,656
0x024053954b25e537a1eec0473d59e9d5e0b54200,44,29,1.300504571207174e+23,1.3315241146167518e+23,1.360683526994224e+23,0,1.951,1.022,656
0x01e1e6302187f122cbeee03913c80efbe4c049f4,26,2,8.352858333528017e+20,0.0,0.0,0,1.5915464847663086e+21,0.0,656
0x028c0a2384ee76c564023f477b5d318a89161c16,32,21,7.251816564493084e+20,0.0,0.0,0,8.354542301420776e+20,0.0,656
0x02f70f05c3a430d0da5e1a5bf45e8dddfaf8b0a8,20,13,1.539111363528382e+21,724368667.282,345897223.011,0,2124762473755.248,0.478,656
0x01ef754f461fd19d4a7ed320c83967daabf3d303,0,1,9.789765599756055e+21,0.0,0.0,0,9.789765599756055e+21,0.0,656
0x055c23e9781d408895ce4d6f3f3fb6e5ad55f730,39,36,2.186504190986161e+21,1.0430177479407552e+20,1.0481876526966481e+20,0,27.955,1.005,655
0x02e35b8e24f99002f568f5916de89874197f7a06,78,90,4.544331422487099e+22,3.974790638245224e+22,3.6461222795999435e+22,0,2.15,0.917,655
0x024fa9444a644ca26705a48486b05d74292412aa,50,30,6.281934345375106e+20,5.6054610265407906e+19,5.6072101227275985e+19,0,13.163,1.0,655
0x03f2b3ff6c8dd252556a0e15b60f9d1618dddf3b,17,4,2.3410685277098022e+21,0.0,0.0,0,2.3410685277101031e+21,0.0,655
0x05a082d4a4ae72304cb0518eaf460fa474f00620,59,83,1.205665316285853e+21,4.967508000027124e+20,4.915279364867688e+20,0,4.473,0.989,654
0x032a2386566db1e1558904e3ff9f8f90acdd98ed,0,2,4.996787838405009e+21,0.0,0.0,0,9.993576069169769e+21,0.0,654
0x01b19a62cba8bbc553b0137257f72371c826c403,62,12,3.179275134523271e+20,1.975364880736777e+20,1.9737637007967283e+20,0,3.208,0.999,653
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,1,6,0.0,1714957348.77,3414426915.768,0,4033253590268.233,1.991,653
0x005c7aa4001747cd4bf25c777318a13191a182ac,94,245,2.6680060560849387e+21,9.072528093006289e+20,7.898805682165353e+20,0,8.771,0.871,653
0x0331c1ce75f315a49849be77b6a37b1959ebb1eb,45,4,1.1345404412543661e+20,0.0,0.0,0,3.124541239106876e+20,0.0,653
0x05ec08e0f92b0077e64ae43785b91ac248889629,0,10,0.0,18386246858.135,33465255339.888,0,4117417494657.132,1.82,652
0x00b49bd7e1a75f98a82ca101909994e52a90e990,67,8,9.820828314677146e+19,7.804653100931896e+19,7.805197775394592e+19,0,2.514,1.0,652
0x0254569fb995558c568b0ba40f93cf5789f3eaec,8,9,3.9166856925600033e+21,0.0,0.0,0,3.9166856925600033e+21,0.0,652
0x047be7607fbf63467e2ca66af84b1cffd69c7bf2,56,12,1.0572905672150481e+20,2.156470000000002e+19,2.1564700008656007e+19,0,9.81,1.0,652
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,54,42,6.7390102899154625e+19,2.908000192715845e+20,5.8048708880083957e+20,0,15.45,1.996,652
0x008c2b6e55284a2ea09c62d50a7da4c7c151dec9,0,1,7.036861706099058e+21,0.0,0.0,0,7.036861706099058e+21,0.0,652
0x050bcc773c1dd7b78624291f1ca3facb690ef09c,41,30,8.035845575778099e+21,1.516418156610865e+21,1.5581475740713773e+21,0,6.985,1.028,651
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,30,69,7.999916941682947e+23,5.975019617796153e+23,5.97568679828446e+23,0,2.68,1.0,651
0x03d813abfba88e76407d09ef92e05f164ac1a985,26,204,7.262029538784621e+22,8.920505233520776e+21,8.875742167282686e+21,0,15.757,0.995,650
0x04261f3a4f4e244b80ed7e3d8b7ff28abd6c4dc9,57,50,1.6383436312910386e+21,1.2967325383776823e+21,1.299748292425042e+21,0,1.301,1.002,650
0x036e1218a711ea2186f6413b16e373c1c1ff1a5a,3,12,3.0094729095691407e+21,0.0,0.0,0,6.192554562626677e+21,0.0,650
0x04ee01137811d587ecbef9262a8db2248666f341,0,7,0.0,5015887108.259,10031775135.11,0,3305449814454.205,2.0,650
0x0524c91701fcc461c90b3120769b5f295f706a16,44,41,4.92014773101562e+21,1.9796801167207888e+21,1.9805714045447824e+21,0,4.451,1.0,649
0x01f55b5372ecaf891d1af44f9197361362e9e2f8,26,6,6.172982383653821e+20,0.0,0.0,0,7.526984970135825e+20,0.0,649
0x0407836c37a664c39a5d664ad320f3835866599b,0,1,5.546876297068104e+21,0.0,0.0,0,5.546876297068104e+21,0.0,649
0x03e0419a8903edd0d07def92bb70a67b85ac9e07,0,3,5.406561366055295e+21,0.0,0.0,0,5.406561366055295e+21,0.0,648
0x02b6073eec33b4c9fa95ec2d59bf433d389cb55d,16,10,9.235736484803661e+20,0.0,0.0,0,1.7877125458976603e+21,0.0,648
0x04b98ee207121943d1e76080a5b4b93345663335,39,41,6.551346123613577e+21,2.5185951252777515e+22,2.5365556588776023e+22,0,5.987,1.007,647
0x00d3addc7cb1637c73359d41949a1a369d7f092a,39,107,4.476504318933598e+22,4.626334299402791e+22,5.37409284696948e+22,0,2.019,1.162,647
0x05dde6c57ebb98610db7d17afe3ca6d963182b9b,32,7,2.7737474675340326e+20,0.0,0.0,0,4.5601578150021195e+20,0.0,647
0x054b08dbe43a7e1bf00a03ce4cc9bddeb356eee2,28,17,4.556262174049243e+20,0.0,0.0,0,5.983640124703247e+20,0.0,647
0x01f4ab6cd1d55e15c361faf58d8f278df3213822,0,1,5.049847026000014e+21,0.0,0.0,0,5.049847026000014e+21,0.0,647
0x03a57e2f5e6e840a8a15a7650a89069a5427a95b,37,8,2.652911109277795e+20,0.0,0.0,0,2.74593074221357e+20,0.0,647
0x02a1da62dca18761b1e0f8a7bb5d0a596f58a815,0,2,4.40591119721724e+21,0.0,0.0,0,4.40591119721724e+21,0.0,646
0x008b24d362ca3f7dd93ab9902927eb3af50216d1,0,1,4.5243275377058576e+21,0.0,0.0,0,4.5243275377058576e+21,0.0,646
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,69,141,5.905213159540369e+22,4.816017081324318e+22,4.403359030305382e+22,0,2.188,0.914,646
0x01df05ac0537407f6806fe2b043cc90cff0309ef,0,2,2.853976634324797e+21,0.0,0.0,0,5.707953455342215e+21,0.0,646
0x03e494ce05a440729ab5fef38d46a84406e54501,45,9,9.909337236119513e+20,1.883567027060461e+20,1.8835673920815825e+20,0,6.6,1.0,646
0x02d9cd8f4b86421bfef64deaac6afe246eefaa0b,103,4,3.2012739281042753e+21,1034901142.369,229138789.646,0,3093313741719.724,0.221,646
0x0168459886bd2aa322c18ed0b209887095afcacb,49,25,3.038487868225709e+21,2.983279381845005e+21,3.089640560092572e+21,0,2.052,1.036,646
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,49,74,1.958084467404934e+22,7.719981483215172e+21,7.475615304686437e+21,0,3.913,0.968,646
0x035b27ed461b13990c0b9ed0e01c08d0d44cd033,68,15,2.212407734504351e+20,5.97927001682164e+21,6.041379328493856e+21,0,0.037,1.01,646
0x03a5b7317c1fde03fa6ba0315ccd86fb8c6111f5,0,3,4.11082341434324e+21,0.0,0.0,0,4.11082341434324e+21,0.0,645
0x02eb1a315972d427f890b81fe062aa7aae9bc6bb,56,14,1.0124095194796592e+20,4.450890063951336e+19,4.450890413356958e+19,0,4.549,1.0,645
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,40,50,6.082059799805067e+21,2.316295330166964e+21,2.355202879004128e+21,0,4.471,1.017,645
0x0479326c87da7a60d2b84f8ec73ea60f8df445c9,0,1,4.2903608212808605e+21,0.0,0.0,0,4.2903608212808605e+21,0.0,645
0x02fc75ad4ae6105dc1feec29f49e56347a859c65,47,40,1.4543254353000344e+21,6.625951487906939e+20,6.576102843588215e+20,0,5.412,0.992,645
0x060107c887eba77cccf5ddbcd9631e2371ab6f22,55,14,1.3336911766192749e+20,7.584446635412062e+19,7.58444695973726e+19,0,3.517,1.0,644
0x03356060622b057978f616a26ebb2967a73625ec,0,1,3.794527872769952e+21,0.0,0.0,0,3.794527872769952e+21,0.0,644
0x03bd0c6e69bfd5edc3739a7003a9d28c58e57f80,94,34,1.2408747443139264e+24,9.844115025831418e+23,8.00966369024398e+23,0,2.286,0.814,644
0x05a28038dbc46d2f7c9e819d0ef6380499bf54d5,0,7,0.0,1601081225.36,3201306359.79,0,1639768526740.436,1.999,644
0x0156f97eb31a8fd1bd26b19741256e77dca29305,15,3,1.0715150940104866e+21,0.0,0.0,0,1.0715150940104866e+21,0.0,643
0x01e4ac55758ba9f93d28aeb4f3922b6a7905aaed,0,4,0.0,31748559427.405,63497139688.203,0,1393290360798.765,2.0,643
0x0305cf6d8af11679eee6aa68c528ed25f837aa4f,34,26,1.6392082849113544e+22,9.951342095926947e+21,1.7613210857243605e+22,0,4.785,1.77,643
0x04fb136989106430e56f24c3d6a473488235480e,130,474,1.7048395948865776e+23,160017625354.452,19161484646.41,0,1072107253087.275,0.12,643
0x027fcbfa8ac860652c516b16a2f02080917489d2,34,21,4.267584072061879e+22,3.3963745242969354e+22,3.4332623754372145e+22,0,2.526,1.011,643
0x0364fd4f4a4adb95ce6566c794f6244ca87943d7,86,4,3.971165623411034e+18,0.0,0.0,0,3.9711656235125253e+18,0.0,643
0x01dd69ba92d5217d7d089bd2481151cdff43cb80,0,2,2.072127005908925e+21,0.0,0.0,0,4.144254184365038e+21,0.0,642
0x010e0d20b256620b6ab77729c8152112e0b78561,15,8,1.019986253213552e+21,0.0,0.0,0,1.0199862534556647e+21,0.0,642
0x019b337f128fd5eb9f7e3fd36acaf6c334c7492b,0,3,2.0478340900000005e+21,0.0,0.0,0,4.012334424047792e+21,0.0,642
0x005e5cac6eb7637edf689403e01b86bda451ef61,42,31,2.8161556426215093e+22,4.2079971847753446e+22,4.182601408656091e+22,0,0.881,0.994,641
0x03180215daa2759cbc86f2e487b25cca2883566d,0,1,3.186411762728266e+21,0.0,0.0,0,3.186411762728266e+21,0.0,641
0x02c4a98ccdfca694807554bec1cff46152b6d3d8,56,5,3.834184550059573e+19,0.0,0.0,0,3.834184550059573e+19,0.0,641
0x035b32173c6beca69608dc1b5740bfec727c5d82,19,57,7.026495119020374e+23,5.2272554766998355e+23,5.264738695353046e+23,0,3.046,1.007,640
0x013e074822e7776516a0c69dce430ec1fdb26c0d,44,22,2.1427862744695057e+21,1.6047793928617745e+21,1.5974772398076957e+21,0,2.658,0.995,640
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,12,11,3.162624000000005e+22,2.4938927781133633e+21,2.5155677695146564e+21,0,34.298,1.009,640
0x037ca92482ddaae946133ea49e3578ac75bcbef1,18,4,4.166584847625116e+20,0.0,0.0,0,8.337392183700727e+20,0.0,640
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,25,2,3.592093684266162e+20,0.0,0.0,0,3.592093684266162e+20,0.0,639
0x04873757ba72cb607dabe30084e4dfa6ca3c1b82,0,2,1.6262715948000016e+21,0.0,0.0,0,3.227259504248127e+21,0.0,639
0x0358751229cd0f5f5bc0d4dd21b19139cb58944b,38,9,1.308852276912314e+20,0.0,0.0,0,1.308852276912314e+20,0.0,639
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,0,1,2.555341904235862e+21,0.0,0.0,0,2.555341904235862e+21,0.0,639
0x031cdab9bbf52b9000f023c3197fdaef8f6a4989,38,5,1.3366631719120726e+20,0.0,0.0,0,1.336663171916047e+20,0.0,639
0x00002b503a75998c97508916a74fdb41934fa030,125,147,2.2937294172388544e+24,6.17898181994775e+23,4.2714778564618414e+23,0,6.265,0.691,638
0x060265b9f30a8e95a37a7ba755e38e3e08d8156e,0,2,1.476896685342477e+21,0.0,0.0,0,2.9537934161150906e+21,0.0,638
0x02692deba5e6310b82cf8169058dda036cec8299,39,13,1.134485194573346e+20,0.0,0.0,0,1.1344851945734963e+20,0.0,638
0x03407689dca8b86e8dd3c867899f1fb168c21bb7,0,2,1.5483637199839353e+21,0.0,0.0,0,3.096727475369702e+21,0.0,638
0x03c9968a489fb4cb22b4ad00b4033710f258dcea,0,2,2.363979793204753e+21,0.0,0.0,0,2.363979793204753e+21,0.0,638
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,29,18,2.1377470886634815e+22,6.1593625744040205e+22,1.0133370338420725e+23,0,4.183,1.645,638
0x01cf15d50e91ea8731572a07afbf782233339ad7,77,100,2.6840292555628604e+21,4.871814073743198e+20,4.27511129102097e+20,0,8.592,0.878,638
0x02e51d6ce16201a28eaa7de9c8c4bfed25b4b081,46,112,6.712955760138727e+23,9.253152945758998e+21,7.752108049036618e+21,0,177.881,0.838,638
0x05f668b4dc0a8d66cf8b4fe552722d9e2202d818,44,33,7.336264013399059e+19,0.0,0.0,0,7.336264028689724e+19,0.0,638
0x0314d69c14328bed45a45f96a75400f733164e13,14,162,8.48982155745167e+21,4.9146046499490464e+20,5.482206527858684e+20,0,34.867,1.115,638
0x05ea34e37b28962b9f17fce9cff68637ebb80e58,39,39,1.9606204251421218e+21,6.36161188605929e+20,6.931344770911594e+20,0,3.082,1.09,637
0x05b1682594fd90d2683be14e47d6e6b5ef3c0ae2,0,2,2.2140053621153879e+21,0.0,0.0,0,2.2140053621153879e+21,0.0,637
0x04e5b03ac3867124c0ecf5f079cf68abbd158ff7,17,2,5.869458424828239e+20,0.0,0.0,0,5.869458424828239e+20,0.0,637
0x0366521285f902c5b10a6f1ace37a70d68e0e0bf,33,26,1.4202585677554416e+21,1001399850.967,406861028.35,0,1418273195234.96,0.406,637
0x02f5203e90d85ed83700e43dbe2b42d842b33d83,0,2,1.42254933271875e+21,0.0,0.0,0,2.8450987373649304e+21,0.0,637
0x023f57cc43fb63b4d6d5a18f8f656d828c40e489,42,51,2.1023760640672714e+21,2.7652235845818007e+21,2.9670532270864413e+21,0,1.867,1.073,637
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,53,10,3.601368133188986e+21,2.1223369717259578e+21,2.0252347169410067e+21,0,3.938,0.954,637
0x045dc9517d18e8f968f979bde60d2efacaf4d656,0,1,2.1823533441975276e+21,0.0,0.0,0,2.1823533441975276e+21,0.0,637
0x04a43f4584372de76a0c687b3225ac6abeb63504,6,5,1.0008744332882895e+21,0.0,0.0,0,1.5513199402150634e+21,0.0,637
0x019abd316838b1fb8dd49d66c13b01b5ea3cdbaf,18,7,7.945200563679378e+19,0.0,0.0,0,1.277567214473014e+21,0.0,637
0x05a878a8cfe334b909c5108775b6aa23745f390e,32,9,5.715606150391199e+19,0.0,0.0,0,2.6458677078816768e+20,0.0,636
0x000f7f22bfc28d940d4b68e13213ab17cf107790,2,73,4.094270498824154e+25,3.4436280280110055e+25,3.4334725650694293e+25,0,2.373,0.997,636
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,32,7,1.4119010116196555e+22,1.0085007225854682e+22,1.00560045482966e+22,0,2.794,0.997,636
0x01700929e82848e2ee72fefd6420080e1625607c,0,1,2.1413273385317195e+21,0.0,0.0,0,2.1413273385317195e+21,0.0,636
